pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,wrate,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance
1283,666971,Lourdes Gurriel Jr.,1283,100,0.277,0.264,0.318,0.541,0.363,0.342,0.258,87,314,85,16.8,2283,88.7,88.21,213,650,0.327692308,625,-0.5,5.97,107,151,117,146,299,327,294
1281,435263,Brian McCann,1281,100,0.249,0.162,0.261,0.412,0.315,0.314,0.241,69,277,85,15.5,2214,89.6,89.41,107,560,0.191071429,715,-0.2,6.05,115,165,130,152,300,324,300
1278,641432,Willie Calhoun,1278,100,0.269,0.256,0.262,0.524,0.355,0.33,0.268,83,309,84.2,23.6,2224,88.2,87.8,100,629,0.158982512,645,-0.4,6.01,114,153,118,152,297,325,299
1275,572033,Josh Phegley,1275,100,0.239,0.172,0.258,0.411,0.295,0.287,0.249,75,314,81.5,18.6,2290,88,87.56,137,602,0.227574751,664,-0.4,5.94,107,151,119,146,299,319,287
1258,545350,Jake Marisnick,1258,100,0.233,0.178,0.31,0.411,0.3,0.255,0.202,68,292,78.9,12.5,2229,88.6,88.12,192,658,0.291793313,588,-0.5,6.02,104,150,110,145,293,325,289
1250,572041,A.J. Pollock,1250,100,0.266,0.201,0.3,0.468,0.337,0.334,0.265,82,308,86.5,16.2,2243,88.8,88.64,156,582,0.268041237,657,-0.2,6.02,106,151,115,144,302,321,299
1249,543308,John Hicks,1249,100,0.21,0.169,0.273,0.379,0.263,0.247,0.201,67,319,81.2,21.1,2273,88.4,88,275,771,0.356679637,474,-0.4,5.98,108,151,117,146,299,322,286
1249,643603,Tyler White,1249,100,0.208,0.096,0.29,0.304,0.276,0.274,0.202,50,240,81.7,19.2,2255,88.6,88.17,122,517,0.235976789,732,-0.4,5.97,106,151,118,146,298,325,290
1245,452254,Hunter Pence,1245,100,0.297,0.255,0.333,0.552,0.382,0.358,0.284,85,286,85.5,14.1,2255,87.9,87.38,201,639,0.314553991,604,-0.5,5.95,108,150,119,146,303,322,294
1237,452095,Tyler Flowers,1237,100,0.229,0.185,0.325,0.413,0.313,0.289,0.198,62,271,84.1,13.1,2242,89,88.58,213,580,0.367241379,650,-0.4,5.96,108,152,119,146,309,324,294
1229,457803,Jay Bruce,1229,100,0.216,0.306,0.2,0.523,0.323,0.34,0.243,67,310,84.9,23,2213,88.3,87.99,212,691,0.306801737,537,-0.3,6.02,115,166,129,150,297,323,299
1229,621006,Richie Martin,1229,100,0.208,0.113,0.272,0.322,0.254,0.25,0.216,59,283,77.8,11.6,2237,88.8,88.41,184,645,0.285271318,562,-0.4,5.99,104,148,104,145,297,312,278
1225,608596,Tom Murphy,1225,100,0.273,0.262,0.34,0.535,0.359,0.301,0.218,71,260,85,19.6,2250,88.3,87.81,169,550,0.307272727,674,-0.5,5.91,106,151,119,145,295,318,291
1224,608597,Ronald Guzman,1224,100,0.219,0.195,0.282,0.414,0.309,0.326,0.238,56,256,80.4,18.8,2265,88.7,88.06,197,602,0.327242525,617,-0.6,5.9,116,153,124,150,293,324,305
1222,571745,Mitch Haniger,1222,100,0.22,0.244,0.257,0.463,0.33,0.327,0.225,54,246,83.6,18.5,2258,88.3,87.86,138,518,0.266409266,697,-0.4,5.96,107,151,118,145,297,317,292
1221,571788,Brock Holt,1221,100,0.297,0.104,0.365,0.402,0.335,0.317,0.271,77,259,83.2,12.8,2217,88.7,88.43,96,513,0.187134503,703,-0.3,6.03,112,148,108,150,278,317,302
1213,622682,Victor Reyes,1213,100,0.304,0.127,0.384,0.431,0.328,0.3,0.283,84,276,80.5,14.5,2225,88.9,88.56,130,625,0.208,586,-0.3,6.01,111,149,106,149,289,320,296
1209,600303,Tommy La Stella,1209,100,0.295,0.192,0.282,0.486,0.355,0.35,0.296,86,292,84.9,16.8,2238,88.6,88.07,60,510,0.117647059,693,-0.5,5.91,113,150,111,150,291,318,301
1199,518618,Derek Dietrich,1199,100,0.187,0.275,0.176,0.462,0.338,0.351,0.224,47,251,81.7,22.6,2289,88.6,88.31,180,587,0.306643952,586,-0.3,6.01,117,153,119,151,294,321,301
1189,572287,Mike Zunino,1189,100,0.165,0.147,0.22,0.312,0.238,0.271,0.194,44,266,84.1,22.2,2255,88.8,88.16,234,610,0.383606557,575,-0.6,5.93,106,152,121,145,299,328,295
1180,572816,Corey Dickerson,1180,100,0.304,0.262,0.344,0.565,0.371,0.317,0.265,79,260,82,21.9,2258,89.2,88.92,189,689,0.274310595,491,-0.3,6.04,117,149,114,150,289,319,300
1176,543768,Travis Shaw,1176,100,0.157,0.113,0.216,0.27,0.25,0.278,0.183,36,230,82.5,24,2255,88.8,88.46,158,524,0.301526718,642,-0.3,6.04,116,160,121,151,297,323,301
1171,542932,Jon Berti,1171,100,0.273,0.133,0.36,0.406,0.329,0.313,0.258,70,256,81.7,10.1,2269,89.1,88.76,120,487,0.246406571,678,-0.3,6.08,109,151,108,145,304,316,285
1165,457705,Andrew McCutchen,1165,100,0.256,0.201,0.299,0.457,0.362,0.355,0.254,56,219,86.2,14.9,2228,88.9,88.54,106,413,0.256658596,752,-0.4,6.02,109,153,114,146,301,321,293
1162,664238,Dylan Moore,1162,100,0.206,0.182,0.29,0.389,0.302,0.278,0.193,51,247,81.3,21.2,2316,88.4,87.93,145,512,0.283203125,637,-0.5,5.94,107,151,113,147,298,313,283
1154,647304,Josh Naylor,1154,100,0.249,0.154,0.302,0.403,0.309,0.297,0.241,63,253,84.9,11.8,2264,87.9,87.5,114,513,0.222222222,637,-0.4,5.96,115,157,123,152,299,326,306
1146,488771,Jason Castro,1146,100,0.232,0.203,0.307,0.435,0.331,0.364,0.249,55,237,85.1,14.8,2283,89.3,88.94,192,518,0.370656371,625,-0.4,6.03,113,151,120,150,292,322,298
1137,467055,Pablo Sandoval,1137,100,0.268,0.239,0.304,0.507,0.341,0.336,0.275,73,272,84.2,17.6,2214,90.1,89.78,165,622,0.265273312,514,-0.3,5.93,114,155,119,150,297,327,307
1132,621453,Steven Duggar,1132,100,0.234,0.107,0.313,0.341,0.268,0.276,0.238,61,261,80.3,13,2227,88.4,87.91,142,527,0.269449715,596,-0.5,5.9,113,150,104,149,286,318,302
1129,457708,Justin Upton,1129,100,0.215,0.201,0.261,0.416,0.31,0.312,0.215,47,219,83.4,19.9,2228,88.8,88.39,159,488,0.325819672,641,-0.4,5.96,106,151,120,145,303,323,296
1121,457727,Cameron Maybin,1121,100,0.285,0.209,0.365,0.494,0.367,0.337,0.258,68,239,83.9,15,2253,88.1,87.74,133,469,0.28358209,651,-0.4,6.02,107,152,114,147,304,321,285
1121,519390,Stephen Vogt,1121,100,0.263,0.227,0.311,0.49,0.336,0.328,0.254,67,255,85.5,24.8,2228,88.9,88.59,153,569,0.268892794,550,-0.3,5.93,117,159,122,153,293,325,305
1119,663586,Austin Riley,1119,100,0.226,0.245,0.293,0.471,0.312,0.305,0.225,62,274,84.2,19.7,2277,88.9,88.63,244,630,0.387301587,484,-0.3,5.99,108,152,119,146,313,330,300
1111,656669,Jordan Luplow,1111,100,0.276,0.276,0.313,0.551,0.388,0.348,0.248,62,225,84,21.9,2223,88.2,87.88,132,497,0.265593561,612,-0.3,5.97,105,150,117,144,295,319,293
1110,605170,Victor Caratini,1110,100,0.266,0.18,0.305,0.447,0.342,0.335,0.257,65,244,84,13.1,2244,89.1,88.81,114,510,0.223529412,596,-0.3,6.01,118,154,117,150,293,323,303
1105,527038,Wilmer Flores,1105,100,0.317,0.17,0.332,0.487,0.362,0.329,0.287,84,265,83.1,18.4,2264,89,88.54,55,507,0.108481262,594,-0.5,5.97,108,152,116,147,304,323,292
1094,571980,Tyler Naquin,1094,100,0.288,0.179,0.345,0.467,0.334,0.327,0.277,79,274,84.5,15.8,2242,89.3,88.98,151,597,0.252931323,491,-0.3,6.01,116,149,108,149,286,318,302
1092,501571,Juan Lagares,1092,100,0.213,0.112,0.279,0.326,0.26,0.244,0.208,55,258,80.7,14.5,2265,88.1,87.66,132,529,0.24952741,548,-0.4,6.01,105,150,106,147,302,320,289
1088,640447,Phillip Ervin,1088,100,0.271,0.195,0.339,0.466,0.338,0.295,0.234,64,236,81.2,15.6,2239,88,87.64,147,520,0.282692308,564,-0.4,5.94,108,150,113,145,302,319,290
1086,607043,Brandon Nimmo,1086,100,0.221,0.186,0.293,0.407,0.343,0.33,0.219,44,199,82.1,16.6,2228,89.4,88.99,121,438,0.276255708,638,-0.4,6.02,115,153,111,150,292,320,303
1082,435079,Ian Kinsler,1082,100,0.217,0.151,0.24,0.368,0.28,0.252,0.205,56,258,81.4,18.4,2262,89.5,89.02,98,515,0.190291262,564,-0.5,6.01,110,151,112,146,303,323,294
1081,474568,Jordy Mercer,1081,100,0.27,0.168,0.316,0.438,0.318,0.319,0.268,69,256,83.4,18.7,2256,88.9,88.54,94,448,0.209821429,631,-0.4,6.01,108,152,118,147,299,319,284
1076,467827,Gerardo Parra,1076,100,0.234,0.157,0.264,0.391,0.291,0.298,0.248,64,274,82.1,12.7,2241,88.6,88.3,122,533,0.228893058,533,-0.3,5.99,113,148,107,149,286,316,304
1071,543305,Aaron Hicks,1071,100,0.235,0.208,0.286,0.443,0.329,0.301,0.212,52,221,85.8,18.1,2207,88.9,88.75,138,436,0.316513761,633,-0.1,6.04,110,155,115,150,301,327,296
1069,642165,Josh VanMeter,1069,100,0.237,0.171,0.279,0.408,0.319,0.324,0.243,54,228,85.1,20.3,2241,88.1,87.79,95,424,0.224056604,642,-0.3,5.97,115,147,115,150,294,321,298
1066,431145,Russell Martin,1066,100,0.22,0.11,0.276,0.33,0.297,0.306,0.223,46,209,83,15.2,2275,88.3,88.01,116,430,0.269767442,628,-0.3,5.99,110,151,117,147,303,320,296
1053,435559,Kurt Suzuki,1053,100,0.264,0.221,0.248,0.486,0.341,0.338,0.278,74,280,82.9,19.4,2264,88.9,88.65,102,546,0.186813187,501,-0.2,6.04,107,150,116,145,301,321,297
1053,591741,Jose Osuna,1053,100,0.264,0.192,0.285,0.456,0.323,0.328,0.274,69,261,84.7,14.8,2301,87.7,87.35,122,540,0.225925926,512,-0.4,5.96,109,152,117,146,306,322,292
1049,543592,Austin Nola,1049,100,0.269,0.185,0.325,0.454,0.34,0.296,0.235,64,238,82.6,19.6,2293,88.8,88.26,103,445,0.231460674,600,-0.5,5.91,106,151,119,147,297,317,286
1045,500135,Ronny Rodriguez,1045,100,0.221,0.217,0.254,0.438,0.287,0.29,0.228,61,276,82.6,20,2256,87.9,87.48,208,571,0.364273205,463,-0.4,5.97,105,151,110,146,298,323,290
1038,641856,Billy McKinney,1038,100,0.215,0.207,0.25,0.422,0.295,0.285,0.229,54,251,81.9,18,2241,89.1,88.66,126,479,0.263048017,554,-0.4,6.02,114,154,113,151,287,321,299
1031,621439,Byron Buxton,1031,100,0.262,0.251,0.314,0.513,0.345,0.309,0.249,71,271,85.3,21,2298,88.5,87.85,160,554,0.288808664,468,-0.6,5.89,101,149,104,142,300,322,290
1030,649966,Luis Urias,1030,100,0.223,0.102,0.284,0.326,0.296,0.304,0.229,48,215,82.7,15.3,2294,88.8,88.47,103,433,0.237875289,585,-0.3,6.02,108,151,110,147,303,319,290
1025,621563,Joey Wendle,1025,100,0.231,0.109,0.272,0.34,0.277,0.285,0.254,55,238,83.4,14,2223,88.7,88.22,97,479,0.202505219,534,-0.5,6.03,113,149,106,150,286,320,301
1023,547982,Leonys Martin,1023,100,0.199,0.144,0.255,0.343,0.272,0.265,0.191,47,236,80.4,17.2,2228,88.5,88.06,182,544,0.334558824,463,-0.4,5.93,110,147,106,147,284,319,299
1013,608475,Dawel Lugo,1013,100,0.245,0.136,0.288,0.381,0.275,0.29,0.264,67,273,83.3,14.3,2268,88.4,88.08,118,555,0.212612613,455,-0.3,5.98,108,151,118,148,300,320,285
1010,445988,Martin Prado,1010,100,0.233,0.061,0.268,0.294,0.245,0.275,0.258,57,245,83.4,12.7,2262,88.7,88.21,61,440,0.138636364,570,-0.5,6.01,110,151,116,146,304,316,284
1005,643393,Tony Kemp,1005,100,0.212,0.167,0.227,0.38,0.288,0.262,0.207,52,245,81.6,16.1,2246,89.5,89.12,89,467,0.190578158,531,-0.4,6.03,109,146,103,148,279,314,297
999,459964,Matt Joyce,999,100,0.295,0.155,0.351,0.45,0.375,0.36,0.271,59,200,83.1,19.6,2233,88.7,88.4,109,428,0.254672897,571,-0.3,5.99,116,159,126,149,297,322,299
991,456078,Welington Castillo,991,100,0.209,0.209,0.247,0.417,0.29,0.3,0.22,48,230,85,17.4,2256,88.4,88.19,124,432,0.287037037,556,-0.2,6.06,107,151,118,146,301,322,291
987,493596,Gordon Beckham,987,100,0.215,0.157,0.282,0.372,0.278,0.285,0.227,48,223,80.7,18.5,2265,88.8,88.43,138,492,0.280487805,485,-0.4,5.97,109,152,115,147,297,320,284
983,641796,Tim Locastro,983,100,0.25,0.09,0.31,0.34,0.316,0.301,0.238,53,212,79.8,16.8,2282,89.4,88.91,92,435,0.211494253,517,-0.5,5.94,103,150,103,145,304,319,290
982,641477,Ryan Cordell,982,100,0.222,0.134,0.289,0.356,0.282,0.274,0.213,48,216,81,20.2,2226,88.1,87.77,150,474,0.316455696,498,-0.3,6,104,150,110,145,300,323,290
977,621002,Daniel Robertson,977,100,0.213,0.082,0.288,0.295,0.276,0.276,0.212,44,207,81.2,13.6,2275,88.5,87.9,102,442,0.230769231,525,-0.6,5.94,106,151,114,146,301,324,290
977,607461,Matt Beaty,977,100,0.265,0.193,0.275,0.458,0.328,0.321,0.28,66,249,85.5,14.2,2257,89.3,89.03,81,451,0.179600887,524,-0.3,5.99,117,152,117,153,296,321,303
976,656514,Adam Haseley,976,100,0.266,0.131,0.344,0.396,0.312,0.266,0.223,59,222,83.2,14.1,2274,88.9,88.62,140,485,0.288659794,484,-0.3,6.05,115,149,109,150,285,318,298
976,640449,Clint Frazier,976,100,0.267,0.222,0.329,0.489,0.338,0.315,0.245,60,225,83.6,16.2,2289,88.8,88.38,140,430,0.325581395,543,-0.4,5.98,108,152,118,147,306,326,292
970,641553,Adam Engel,970,100,0.242,0.141,0.343,0.383,0.299,0.275,0.225,55,227,78.8,16.1,2264,88.5,88.29,156,479,0.325678497,472,-0.2,6.05,101,148,104,144,297,320,287
970,542979,Keon Broxton,970,100,0.167,0.108,0.292,0.275,0.231,0.235,0.167,34,204,79.6,14.2,2286,88.4,87.94,195,436,0.447247706,526,-0.5,5.94,104,150,110,146,304,322,289
969,656185,Greg Allen,969,100,0.229,0.117,0.28,0.346,0.277,0.282,0.236,53,231,80.4,13.1,2215,89.1,88.82,116,472,0.245762712,479,-0.3,6.03,107,146,102,146,282,311,292
966,621446,Lewis Brinson,966,100,0.173,0.049,0.255,0.221,0.207,0.243,0.201,39,226,81.9,11.7,2278,88.6,88.15,167,508,0.328740157,451,-0.5,5.99,108,152,113,145,307,321,293
962,592200,Curt Casali,962,100,0.251,0.159,0.308,0.411,0.319,0.309,0.235,52,207,82.7,19.2,2265,87.8,87.44,92,415,0.221686747,546,-0.4,5.96,108,151,116,145,301,318,289
944,608365,Addison Russell,944,100,0.237,0.153,0.28,0.391,0.3,0.285,0.224,51,215,81.7,15.9,2277,88.6,88.34,139,458,0.30349345,481,-0.3,6,110,151,113,146,303,320,292
940,571875,Jake Lamb,940,100,0.193,0.16,0.234,0.353,0.3,0.34,0.229,36,187,83.8,19,2251,89.9,89.54,102,395,0.258227848,540,-0.4,6.02,115,159,126,151,299,328,305
940,605131,Austin Barnes,940,100,0.203,0.137,0.248,0.34,0.275,0.258,0.193,43,212,82.8,18.9,2286,88.4,88.08,83,369,0.224932249,563,-0.3,5.96,108,150,113,146,300,318,291
937,425772,Jeff Mathis,937,100,0.158,0.066,0.243,0.224,0.192,0.196,0.166,36,228,79.3,21.6,2285,88.7,88.21,179,485,0.369072165,449,-0.5,5.94,108,151,114,147,298,317,286
932,541650,Hernan Perez,932,100,0.228,0.151,0.283,0.379,0.274,0.257,0.218,53,232,82.1,15.2,2276,88.3,87.94,131,488,0.268442623,438,-0.4,5.97,107,151,112,146,303,321,292
922,595909,Jake Cave,922,100,0.258,0.197,0.358,0.455,0.347,0.36,0.263,51,198,84.1,11,2229,88.9,88.72,140,440,0.318181818,474,-0.2,6.05,112,146,111,150,289,322,302
918,628338,Guillermo Heredia,918,100,0.225,0.137,0.293,0.363,0.294,0.298,0.248,46,204,81,15.6,2245,88.3,87.74,119,434,0.274193548,471,-0.6,5.96,103,150,108,146,297,320,284
903,649557,Aledmys Diaz,903,100,0.271,0.195,0.268,0.467,0.349,0.339,0.268,57,210,84.4,15.1,2228,87.7,87.28,80,407,0.196560197,490,-0.4,6.01,107,151,118,145,294,326,292
903,456781,Donovan Solano,903,100,0.33,0.126,0.409,0.456,0.349,0.339,0.316,71,215,83.4,16.7,2246,88.7,88.28,87,458,0.189956332,443,-0.4,5.91,110,152,113,148,303,320,289
902,542255,Ender Inciarte,902,100,0.246,0.151,0.286,0.397,0.321,0.29,0.235,49,199,78.7,14.9,2228,89.6,89.15,91,442,0.205882353,453,-0.4,5.96,111,147,101,149,282,316,299
902,642336,Francisco Mejia,902,100,0.265,0.173,0.319,0.438,0.321,0.285,0.229,60,226,84.1,20.9,2288,87.9,87.49,131,509,0.257367387,387,-0.4,5.98,113,153,116,150,297,321,297
896,606157,Aristides Aquino,896,100,0.259,0.317,0.266,0.576,0.366,0.334,0.25,53,205,83.9,16.2,2258,88.5,88.22,177,499,0.354709419,395,-0.3,6,109,151,119,146,308,327,298
894,622666,Johan Camargo,894,100,0.233,0.151,0.258,0.384,0.282,0.282,0.249,54,232,81.8,17.5,2208,88.4,88.08,122,488,0.25,406,-0.3,5.96,113,151,112,150,299,323,297
889,666182,Bo Bichette,889,100,0.311,0.26,0.368,0.571,0.389,0.335,0.273,61,196,83.3,16.7,2302,88.7,88.18,116,474,0.244725738,414,-0.5,5.98,108,153,117,148,304,324,291
871,519222,Austin Romine,871,100,0.281,0.158,0.327,0.439,0.319,0.305,0.264,64,228,82.5,15.3,2266,88.1,87.67,112,494,0.226720648,376,-0.4,5.98,108,151,119,148,304,321,282
870,501303,Ehire Adrianza,870,100,0.272,0.144,0.311,0.416,0.329,0.323,0.264,55,202,80.8,17.6,2279,89,88.64,77,423,0.182033097,440,-0.4,6.02,109,148,107,149,290,317,293
865,606988,Grayson Greiner,865,100,0.202,0.106,0.276,0.308,0.244,0.246,0.197,42,208,81.6,16.1,2314,88.4,87.85,128,399,0.320802005,464,-0.6,5.91,108,152,120,148,299,323,287
857,488671,Alex Avila,857,100,0.207,0.213,0.287,0.421,0.327,0.357,0.229,34,164,86.6,14.4,2301,88,87.45,113,302,0.374172185,554,-0.6,5.91,117,170,133,151,298,326,310
853,642082,Chance Sisco,853,100,0.21,0.186,0.276,0.395,0.322,0.332,0.223,35,167,84.4,16,2264,88.6,88.24,109,368,0.296195652,474,-0.4,5.97,116,159,121,152,292,323,302
848,643396,Isiah Kiner-Falefa,848,100,0.238,0.084,0.307,0.322,0.274,0.258,0.225,48,202,83.1,12.4,2271,88.4,87.99,68,364,0.186813187,479,-0.4,6.03,106,150,113,146,302,315,282
845,502273,Mike Freeman,845,100,0.277,0.113,0.388,0.39,0.33,0.281,0.219,49,177,78.3,11.9,2229,88.7,88.33,93,373,0.249329759,466,-0.4,5.94,113,147,108,149,282,315,302
833,434778,Kendrys Morales,833,100,0.194,0.059,0.217,0.253,0.265,0.364,0.273,33,170,86.5,11.7,2181,88.1,87.68,59,329,0.179331307,500,-0.4,5.97,115,166,133,151,299,326,301
828,669257,Will Smith,828,100,0.253,0.318,0.264,0.571,0.374,0.323,0.225,43,170,84.5,24.3,2276,89,88.77,88,352,0.25,470,-0.2,6.04,109,153,118,146,305,322,295
826,571657,Kyle Farmer,826,100,0.23,0.18,0.284,0.41,0.292,0.282,0.227,42,183,81.3,18,2293,88.4,87.99,122,420,0.29047619,403,-0.4,5.93,107,149,115,144,300,319,290
820,656371,Isan Diaz,820,100,0.173,0.134,0.224,0.307,0.251,0.258,0.183,31,179,82.7,17.5,2225,88.4,88.04,87,309,0.281553398,508,-0.4,6.01,115,150,106,150,296,317,301
818,518614,Daniel Descalso,818,100,0.173,0.077,0.245,0.25,0.239,0.265,0.194,29,168,83.4,16,2248,88.1,87.63,95,328,0.289634146,488,-0.5,5.93,116,156,116,151,289,321,298
817,588751,Adeiny Hechavarria,817,100,0.241,0.202,0.272,0.443,0.316,0.302,0.237,49,203,82.9,16.3,2311,88.6,88.21,106,437,0.242562929,376,-0.4,5.97,108,151,110,147,304,319,285
803,596103,Austin Slater,803,100,0.238,0.179,0.337,0.417,0.324,0.331,0.239,40,168,85.6,7.9,2223,88.7,88.41,111,338,0.328402367,463,-0.3,5.97,108,151,115,148,306,325,294
801,664034,Ty France,801,100,0.234,0.168,0.279,0.402,0.3,0.293,0.233,43,184,83.3,15.5,2330,88.7,88.24,94,392,0.239795918,402,-0.5,5.99,107,152,117,147,307,324,294
797,607345,Kevan Smith,797,100,0.251,0.141,0.287,0.393,0.309,0.346,0.292,48,191,84.9,9.6,2271,88.6,88.17,69,357,0.193277311,437,-0.4,5.95,108,152,121,147,304,317,287
788,592122,Tyler Austin,788,100,0.188,0.221,0.253,0.409,0.302,0.317,0.199,29,154,84.2,16,2267,87.7,87.13,132,335,0.394029851,453,-0.6,5.85,109,153,118,146,306,327,298
785,572073,Joey Rickard,785,100,0.226,0.131,0.304,0.357,0.293,0.273,0.212,38,168,80.3,22.4,2242,88.4,87.97,86,366,0.234972678,415,-0.4,5.99,106,153,108,147,295,317,285
777,641513,Travis Demeritte,777,100,0.225,0.118,0.337,0.343,0.275,0.279,0.229,38,169,84.7,19.9,2264,89.3,89.03,126,358,0.351955307,417,-0.3,6,105,152,117,146,299,323,290
775,572008,Chris Owings,775,100,0.139,0.094,0.222,0.233,0.2,0.237,0.179,25,180,81.3,14.9,2260,88.3,87.86,119,346,0.343930636,421,-0.4,5.98,103,150,107,145,296,319,291
774,545121,Ildemaro Vargas,774,100,0.269,0.144,0.279,0.413,0.304,0.278,0.255,54,201,83.5,8.1,2255,89.2,88.73,42,344,0.122093023,429,-0.5,5.93,109,149,105,148,292,320,300
767,642086,Dominic Smith,767,100,0.282,0.243,0.32,0.525,0.373,0.327,0.246,50,177,82.3,16.9,2225,89.1,88.77,97,372,0.260752688,390,-0.3,6.03,117,157,120,153,294,323,305
763,446308,Matt Wieters,763,100,0.214,0.22,0.223,0.435,0.296,0.289,0.223,36,168,84,17.9,2274,88.9,88.58,81,338,0.23964497,421,-0.3,6.01,112,159,120,150,299,325,303
758,506702,Sandy Leon,758,100,0.192,0.105,0.231,0.297,0.242,0.228,0.181,33,172,79.7,24,2238,88.4,87.95,70,342,0.204678363,414,-0.4,5.95,111,154,116,149,283,320,297
755,663757,Trent Grisham,755,100,0.231,0.179,0.286,0.41,0.319,0.304,0.228,36,156,82.9,19.5,2275,89.1,89,66,289,0.228373702,460,-0.1,6.11,113,148,108,151,295,322,303
751,475582,Ryan Zimmerman,751,100,0.257,0.158,0.297,0.415,0.317,0.321,0.248,44,171,87,13.3,2298,89.3,89.03,81,305,0.26557377,446,-0.3,6.02,107,151,120,147,309,325,296
748,501896,David Freese,748,100,0.315,0.284,0.374,0.599,0.42,0.382,0.288,51,162,85.1,15.4,2236,87.8,87.29,96,335,0.286567164,412,-0.5,5.92,108,150,119,147,303,322,294
747,444489,Manny Pina,747,100,0.228,0.184,0.284,0.411,0.311,0.31,0.229,36,158,82.4,18.2,2231,89.1,88.89,92,338,0.272189349,405,-0.2,6.07,108,149,116,146,302,321,292
738,607732,Jacob Stallings,738,100,0.262,0.12,0.303,0.382,0.3,0.313,0.259,50,191,84.5,14.8,2315,88.9,88.61,95,374,0.254010695,362,-0.3,5.99,108,151,116,147,306,319,288
725,571506,Justin Bour,725,100,0.172,0.192,0.196,0.364,0.27,0.28,0.188,26,151,84.2,13.1,2199,88,87.42,94,319,0.294670846,404,-0.6,5.91,113,162,128,154,301,327,306
719,628356,Jung Ho Kang,719,100,0.169,0.227,0.184,0.395,0.26,0.29,0.215,29,172,86.9,16,2274,87.7,87.27,125,348,0.359195402,370,-0.4,5.96,109,151,117,146,302,322,295
718,543105,Alex Dickerson,718,100,0.276,0.213,0.331,0.489,0.345,0.342,0.271,48,174,83.8,18.1,2253,88.9,88.39,86,358,0.240223464,358,-0.5,5.82,117,151,119,151,296,328,308
712,445055,Jon Jay,712,100,0.267,0.048,0.324,0.315,0.277,0.273,0.25,44,165,77.9,11.1,2205,88.8,88.75,56,356,0.157303371,350,-0.1,6.14,114,148,104,149,280,316,302
711,642136,Matt Thaiss,711,100,0.211,0.211,0.264,0.422,0.307,0.287,0.212,31,147,83.8,22.3,2248,89.2,88.79,106,321,0.330218069,390,-0.4,5.97,115,156,121,150,290,317,298
710,450314,Ben Zobrist,710,100,0.26,0.053,0.299,0.313,0.305,0.306,0.252,39,150,82.9,10.1,2234,88.6,88.24,39,246,0.158536585,461,-0.4,6.02,113,155,113,150,291,319,301
708,592387,Ryon Healy,708,100,0.237,0.219,0.262,0.456,0.312,0.324,0.244,40,169,84.8,19.4,2288,87.8,87.37,84,333,0.252252252,372,-0.4,5.98,106,152,119,146,300,320,293
707,621573,Austin Dean,707,100,0.225,0.18,0.27,0.404,0.28,0.299,0.256,40,178,83.3,16.2,2235,88.7,88.46,77,352,0.21875,355,-0.2,6.12,110,152,118,148,307,316,287
700,663993,Nate Lowe,700,100,0.263,0.191,0.34,0.454,0.332,0.327,0.258,40,152,83.8,17.5,2232,88.3,87.87,85,313,0.271565495,385,-0.4,5.99,113,157,126,151,294,330,307
684,605490,Bubba Starling,684,100,0.215,0.102,0.286,0.317,0.25,0.246,0.216,40,186,78.6,14.3,2270,88.3,88,101,337,0.299703264,343,-0.3,5.96,106,151,114,146,299,321,295
679,570256,Gregory Polanco,679,100,0.242,0.183,0.316,0.425,0.309,0.294,0.233,37,153,83.4,21.5,2202,89.2,88.73,112,343,0.326530612,335,-0.5,5.93,116,154,122,150,299,326,302
674,572365,Ryan Goins,674,100,0.25,0.097,0.347,0.347,0.3,0.273,0.217,36,144,82.3,13.8,2173,89.4,89.32,75,268,0.279850746,401,-0.1,6.12,112,147,104,149,285,319,299
673,602922,Jose Rondon,673,100,0.196,0.084,0.245,0.28,0.243,0.264,0.218,28,143,82,16.3,2216,88.9,88.71,76,307,0.247557003,360,-0.2,6.12,105,150,111,145,297,320,285
673,622110,Matt Duffy,673,100,0.252,0.075,0.305,0.327,0.301,0.308,0.256,37,147,83.2,9.7,2263,88.8,88.25,50,265,0.188679245,406,-0.5,6,106,152,117,149,304,319,281
672,455104,Chris Iannetta,672,100,0.222,0.194,0.306,0.417,0.307,0.312,0.231,32,144,84,14.3,2275,88,87.79,100,289,0.346020761,382,-0.2,5.95,109,152,119,147,308,331,297
669,605233,Derek Fisher,669,100,0.185,0.185,0.244,0.37,0.288,0.294,0.213,27,146,86.6,13.4,2209,88,87.4,96,248,0.387096774,420,-0.6,5.89,113,149,109,150,289,323,302
665,448602,Mark Reynolds,665,100,0.17,0.141,0.247,0.311,0.27,0.266,0.166,23,135,83.1,20.6,2272,87.3,87.05,114,297,0.383838384,366,-0.2,5.9,107,152,119,147,309,334,302
662,643418,Shed Long,662,100,0.263,0.191,0.327,0.454,0.337,0.271,0.215,40,152,84.3,15.1,2264,88.5,87.86,81,299,0.27090301,362,-0.6,5.87,114,147,106,150,282,310,295
